Name;Description;Details;Vendor;System;Topics;Versions;Environments;Prompt;Exportable;Command
arp;Consultar ARP;Palavras-chave: ARP, MAC, vizinhança. Quando usar: em falhas de comunicação local, ARP ou resolução de vizinhança.;Fortinet;FortiOS;Rede;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get system arp
diagnose ip arp list"
dns;Gerenciar DNS;"Palavras-chave: DNS, resolução de nomes, configuração, auditoria. Quando usar: na implantação ou troubleshooting do serviço. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Serviço;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show system dns
config system dns
set primary {{src_ip}}
set secondary {{dst_ip}}
end"
ntp;Gerenciar NTP;"Palavras-chave: NTP, horário, sincronismo, configuração, auditoria. Quando usar: na implantação ou troubleshooting do serviço. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Serviço;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show system ntp
config system ntp
set ntpsync enable
config ntpserver
edit 1
set server ""{{src_ip}}""
next
end
end"
administrator;Gerenciar administrador;"Palavras-chave: usuário, acesso, conta, administrador, configuração, auditoria. Quando usar: na criação, revisão ou correção de acesso administrativo. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Usuário;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show system admin
config system admin
edit ""{{user}}""
set accprofile ""{{profile}}""
set password {{signature}}
next
end"
admin_profile;Gerenciar perfil administrativo;"Palavras-chave: configuração, auditoria. Quando usar: na criação, revisão ou correção de acesso administrativo. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Usuário;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config system accprofile
edit ""{{profile}}""
set sysgrp read-write
next
end"
trusted_hosts;Configurar trusted host;"Palavras-chave: usuário, acesso, conta, configuração, auditoria. Quando usar: na liberação, restrição ou falha de acesso administrativo. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Acesso;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config system admin
edit ""{{user}}""
set trusthost1 {{src_network}} {{netmask}}
next
end"
management_access;Configurar acesso administrativo;"Palavras-chave: Management, API, automação, configuração, auditoria. Quando usar: na liberação, restrição ou falha de acesso administrativo. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Acesso;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config system global
set admin-sport {{src_port}}
set admin-ssh-port {{dst_port}}
end"
snmp;Gerenciar SNMP;"Palavras-chave: SNMP, monitoramento, configuração, auditoria. Quando usar: na integração ou falha de coleta pela ferramenta de monitoramento. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Monitoramento;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show system snmp sysinfo
config system snmp sysinfo
set status enable
end"
syslog;Gerenciar Syslog;"Palavras-chave: log, registro, SIEM, Syslog, configuração, auditoria. Quando usar: quando logs não chegarem, estiverem incompletos ou precisarem ser validados. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Log;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show log syslogd setting
config log syslogd setting
set status enable
set server ""{{src_ip}}""
set port {{src_port}}
end"
backup_restore;Consultar erros de inicialização;Palavras-chave: log, registro, SIEM, backup, restauração. Quando usar: antes de mudanças e em procedimentos de recuperação.;Fortinet;FortiOS;Backup;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;show system startup-error-log
firmware;Consultar firmware;"Palavras-chave: firmware, upgrade. Quando usar: durante planejamento, validação ou execução de atualização. Cuidado: pode interromper tráfego, serviços ou alterar o ambiente; execute com autorização, backup e janela de mudança.";Fortinet;FortiOS;Atualização;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get system status
diagnose sys flash list"
license;Consultar licenças;Palavras-chave: licença, contrato, assinatura. Quando usar: para consultar, instalar ou remover licença e contrato.;Fortinet;FortiOS;Licença;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get system status
diagnose autoupdate versions
diagnose autoupdate status"
vdom;Gerenciar VDOM;"Palavras-chave: VDOM, contexto virtual, configuração, auditoria. Quando usar: em consultas, mudanças ou troubleshooting relacionados ao recurso. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;VDOM;7.2;VDOM;(config)#;No;"config vdom
edit ""{{vdom}}""
next
end"
address;Gerenciar objeto de endereço;"Palavras-chave: objeto, endereço, firewall, configuração, auditoria. Quando usar: na criação, ajuste ou remoção de objetos usados em políticas. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Objeto;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show firewall address
config firewall address
edit ""{{object_name}}""
set subnet {{src_ip}} {{netmask}}
next
end"
address_group;Gerenciar grupo de endereço;"Palavras-chave: objeto, endereço, firewall, configuração, auditoria. Quando usar: na criação, ajuste ou remoção de objetos usados em políticas. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Objeto;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall addrgrp
edit ""{{group_name}}""
set member ""{{object_1}}"" ""{{object_2}}""
next
end"
service;Gerenciar serviço;"Palavras-chave: serviço, porta, protocolo, configuração, auditoria. Quando usar: na criação, ajuste ou remoção de objetos usados em políticas. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Objeto;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall service custom
edit ""{{service_name}}""
set tcp-portrange {{src_port}}
next
end"
service_group;Gerenciar grupo de serviço;"Palavras-chave: serviço, porta, protocolo, configuração, auditoria. Quando usar: na criação, ajuste ou remoção de objetos usados em políticas. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Objeto;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall service group
edit ""{{group_name}}""
set member ""{{service_1}}"" ""{{service_2}}""
next
end"
firewall_policy;Gerenciar política;"Palavras-chave: interface, IP, link, rede, política, regra. Quando usar: para validar política instalada ou investigar regra aplicada. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Política;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show firewall policy
config firewall policy
edit 0
set name ""{{policy_name}}""
set srcintf ""{{src_interface}}""
set dstintf ""{{dst_interface}}""
set srcaddr ""{{src_object}}""
set dstaddr ""{{dst_object}}""
set service ""{{service}}""
set action accept
next
end"
central_snat;Gerenciar Central SNAT;"Palavras-chave: interface, IP, link, rede, SNAT, NAT. Quando usar: em publicação, tradução de origem ou endereço traduzido incorreto. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;NAT;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall central-snat-map
edit 0
set srcintf ""{{src_interface}}""
set dstintf ""{{dst_interface}}""
set orig-addr ""{{src_object}}""
next
end"
vip;Gerenciar VIP;"Palavras-chave: VIP, DNAT, publicação, configuração, auditoria. Quando usar: em publicação, tradução de origem ou endereço traduzido incorreto. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;NAT;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall vip
edit ""{{vip_name}}""
set extip {{src_ip}}
set mappedip ""{{dst_ip}}""
set extport {{src_port}}
set mappedport {{dst_port}}
next
end"
ip_pool;Gerenciar IP Pool;"Palavras-chave: IP Pool, SNAT, NAT, configuração, auditoria. Quando usar: em publicação, tradução de origem ou endereço traduzido incorreto. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;NAT;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config firewall ippool
edit ""{{pool_name}}""
set startip {{start_ip}}
set endip {{end_ip}}
next
end"
sessions;Consultar e limpar sessões;"Palavras-chave: sessão, conexão, NAT. Quando usar: para analisar sessões e recriá-las após mudança controlada. Cuidado: inclui alteração, remoção ou limpeza; confirme o objeto e o impacto antes de executar.";Fortinet;FortiOS;Conexão;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"diagnose sys session stat
diagnose sys session filter src {{src_ip}}
diagnose sys session list
diagnose sys session clear"
sniffer;Capturar pacotes;"Palavras-chave: interface, IP, link, rede, sniffer, captura. Quando usar: quando for necessário confirmar se o pacote chega, sai ou em qual interface passa. Cuidado: pode gerar alto volume ou consumo; aplique filtros, limite a coleta e encerre o debug ao final.";Fortinet;FortiOS;Captura;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"diagnose sniffer packet any ""host {{src_ip}}"" 4 0 l
diagnose sniffer packet {{interface}} ""host {{src_ip}} and host {{dst_ip}}"" 4 0 l
diagnose sniffer packet any ""host {{src_ip}} and port {{src_port}}"" 4 0 l"
debug_flow;Analisar fluxo;"Palavras-chave: debug, troubleshooting, diagnóstico. Quando usar: em troubleshooting avançado, com filtro e tempo de coleta controlado. Cuidado: pode gerar alto volume ou consumo; aplique filtros, limite a coleta e encerre o debug ao final.";Fortinet;FortiOS;Debug;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"diagnose debug flow filter saddr {{src_ip}}
diagnose debug flow filter daddr {{dst_ip}}
diagnose debug flow trace start {{count}}
diagnose debug enable
diagnose debug disable"
processes;Consultar processos;Palavras-chave: HA, cluster, failover, CPU, memória, performance. Quando usar: em alta CPU, memória, lentidão ou suspeita de gargalo.;Fortinet;FortiOS;Performance;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get system performance status
diagnose sys top {{interval}} {{count}}
diagnose hardware sysinfo memory"
interfaces_diagnostics;Diagnosticar interface;Palavras-chave: interface, IP, link, rede, HA, cluster. Quando usar: em instalação, mudança de IP, link down ou falha de conectividade.;Fortinet;FortiOS;Interface;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get system interface physical
diagnose hardware deviceinfo nic {{interface}}"
ping_traceroute;Testar conectividade;Palavras-chave: rota, gateway, next-hop. Quando usar: em consultas, mudanças ou troubleshooting relacionados ao recurso.;Fortinet;FortiOS;Troubleshooting;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"execute ping-options source {{src_ip}}
execute ping {{dst_ip}}
execute traceroute {{dst_ip}}"
dns_diagnostics;Testar DNS;Palavras-chave: DNS, resolução de nomes. Quando usar: em consultas, mudanças ou troubleshooting relacionados ao recurso.;Fortinet;FortiOS;Troubleshooting;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"execute nslookup {{hostname}}
diagnose test application dnsproxy 2"
ha;Gerenciar HA;"Palavras-chave: HA, cluster, failover, configuração, auditoria. Quando usar: em sincronismo, estado dos membros ou teste de failover. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;HA;7.2;HA;(config)#;No;"get system ha status
config system ha
set mode a-p
set group-name ""{{ha_group}}""
set password {{signature}}
end"
ha_failover;Executar failover;"Palavras-chave: usuário, acesso, conta, HA, cluster, failover. Quando usar: em sincronismo, estado dos membros ou teste de failover. Cuidado: pode interromper tráfego, serviços ou alterar o ambiente; execute com autorização, backup e janela de mudança.";Fortinet;FortiOS;HA;7.2;HA;#;No;"execute ha manage {{member_id}} {{user}}
diagnose sys ha reset-uptime"
ipsec_status;Consultar IPsec;Palavras-chave: VPN, túnel, IPsec. Quando usar: quando o túnel não subir, oscilar ou não transportar tráfego.;Fortinet;FortiOS;VPN;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get vpn ipsec tunnel summary
diagnose vpn tunnel list
diagnose vpn ike gateway list"
ipsec_reset;Reiniciar IPsec;"Palavras-chave: VPN, túnel, IPsec. Quando usar: quando o túnel não subir, oscilar ou não transportar tráfego. Cuidado: pode interromper tráfego, serviços ou alterar o ambiente; execute com autorização, backup e janela de mudança.";Fortinet;FortiOS;VPN;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;No;"diagnose vpn tunnel flush {{tunnel_name}}
diagnose vpn ike restart"
ike_debug;Debug IKE;"Palavras-chave: debug, troubleshooting, diagnóstico, VPN, túnel, IPsec. Quando usar: em troubleshooting avançado, com filtro e tempo de coleta controlado. Cuidado: pode gerar alto volume ou consumo; aplique filtros, limite a coleta e encerre o debug ao final.";Fortinet;FortiOS;Debug;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"diagnose vpn ike log-filter rem-addr4 {{src_ip}}
diagnose debug application ike -1
diagnose debug enable
diagnose debug disable"
sdwan;Consultar SD-WAN;Palavras-chave: SD-WAN, SLA, link. Quando usar: em falha de SLA, membro ou seleção de caminho.;Fortinet;FortiOS;SD-WAN;7.2;SD-WAN;#;Yes;"show system sdwan
diagnose sys sdwan member
diagnose sys sdwan health-check"
bgp;Gerenciar BGP;"Palavras-chave: rota, gateway, next-hop, BGP, peer, roteamento. Quando usar: quando a rota estiver ausente, incorreta ou o tráfego usar caminho inesperado. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Roteamento;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"get router info bgp summary
config router bgp
set as {{asn}}
set router-id {{src_ip}}
config neighbor
edit ""{{dst_ip}}""
set remote-as {{remote_asn}}
next
end
end"
ospf;Gerenciar OSPF;"Palavras-chave: rota, gateway, next-hop, OSPF, vizinho, roteamento. Quando usar: quando a rota estiver ausente, incorreta ou o tráfego usar caminho inesperado. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Roteamento;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"get router info ospf neighbor
config router ospf
set router-id {{src_ip}}
end"
dhcp_server;Gerenciar DHCP;"Palavras-chave: interface, IP, link, rede, DHCP, endereço. Quando usar: na implantação ou troubleshooting do serviço. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Serviço;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show system dhcp server
config system dhcp server
edit 0
set interface ""{{interface}}""
set default-gateway {{src_ip}}
set netmask {{netmask}}
next
end"
automation_stitch;Gerenciar Automation Stitch;"Palavras-chave: configuração, auditoria. Quando usar: na criação ou revisão de ações automáticas. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Automação;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"config system automation-stitch
edit ""{{stitch_name}}""
set trigger ""{{trigger_name}}""
set action ""{{action_name}}""
next
end"
certificates;Consultar certificados;Palavras-chave: VPN, túnel, IPsec, certificado, PKI, TLS. Quando usar: em expiração, cadeia inválida ou falha TLS.;Fortinet;FortiOS;Certificado;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"get vpn certificate local details
get vpn certificate ca details"
fortiguard;Consultar FortiGuard;Palavras-chave: debug, troubleshooting, diagnóstico, FortiGuard, assinaturas, atualização. Quando usar: quando serviços ou assinaturas FortiGuard estiverem indisponíveis ou desatualizados.;Fortinet;FortiOS;FortiGuard;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"diagnose debug rating
diagnose autoupdate status
diagnose autoupdate versions"
logs;Consultar logs;Palavras-chave: log, registro, SIEM. Quando usar: quando logs não chegarem, estiverem incompletos ou precisarem ser validados.;Fortinet;FortiOS;Log;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"execute log filter reset
execute log display"
config_revision;Consultar revisão;"Palavras-chave: configuração, auditoria. Quando usar: ao consultar, documentar ou alterar parâmetros do equipamento. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;Configuração;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"execute revision list config
diagnose sys config checksum show"
config_global;Consultar configuração;Palavras-chave: configuração, auditoria. Quando usar: ao consultar, documentar ou alterar parâmetros do equipamento.;Fortinet;FortiOS;Configuração;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;Yes;"show
show full-configuration"
reboot_shutdown;Reiniciar ou desligar;"Palavras-chave: Sistema. Quando usar: em manutenção, inventário ou alteração global do equipamento. Cuidado: pode interromper tráfego, serviços ou alterar o ambiente; execute com autorização, backup e janela de mudança.";Fortinet;FortiOS;Sistema;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;No;"execute reboot
execute shutdown"
factory_reset;Restaurar padrão;"Palavras-chave: Sistema. Quando usar: em manutenção, inventário ou alteração global do equipamento. Cuidado: pode interromper tráfego, serviços ou alterar o ambiente; execute com autorização, backup e janela de mudança.";Fortinet;FortiOS;Sistema;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;#;No;execute factoryreset
ssl_vpn_portal;Gerenciar portal SSL VPN;"Palavras-chave: usuário, acesso, conta, VPN, túnel, IPsec. Quando usar: quando o túnel não subir, oscilar ou não transportar tráfego. Cuidado: inclui alteração, remoção ou limpeza; confirme o objeto e o impacto antes de executar.";Fortinet;FortiOS;VPN;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show vpn ssl web portal
config vpn ssl web portal
edit ""{{hostname}}""
set web-mode enable
set tunnel-mode enable
set ip-pools ""{{pool_name}}""
set split-tunneling enable
set allow-user-access web ftp smb rdp ssh telnet ping
next
end
config vpn ssl web portal
delete ""{{hostname}}""
end"
ssl_vpn_tunnel;Gerenciar túnel SSL VPN;"Palavras-chave: interface, IP, link, rede, DNS, resolução de nomes. Quando usar: quando o túnel não subir, oscilar ou não transportar tráfego. Cuidado: altera configuração; valide valores, dependências e plano de retorno antes de aplicar.";Fortinet;FortiOS;VPN;7.2;FortiGate, FortiClient, FortiAnalyzer, FortiManager, FortiSASE;(config)#;No;"show vpn ssl settings
config vpn ssl settings
set source-interface ""{{interface}}""
set source-address ""{{object_name}}""
set port {{src_port}}
set servercert ""{{hostname}}""
set tunnel-ip-pools ""{{pool_name}}""
set dns-server1 {{src_ip}}
set default-portal ""{{hostname}}""
config authentication-rule
edit 1
set groups ""{{group_name}}""
set portal ""{{hostname}}""
next
end
end"
